C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/05/24,11:00:02,0000000420676546,DEMAND,0000000420676545
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/05/24 10:30:00",NSW1,2465.451,0.6,SATELLITE,"2024/05/24 10:50:21"
D,ROOFTOP,ACTUAL,2,"2024/05/24 10:30:00",QLD1,2477.357,0.6,SATELLITE,"2024/05/24 10:50:21"
D,ROOFTOP,ACTUAL,2,"2024/05/24 10:30:00",QLDC,269.703,0.6,SATELLITE,"2024/05/24 10:50:21"
D,ROOFTOP,ACTUAL,2,"2024/05/24 10:30:00",QLDN,273.497,0.6,SATELLITE,"2024/05/24 10:50:21"
D,ROOFTOP,ACTUAL,2,"2024/05/24 10:30:00",QLDS,1934.157,0.6,SATELLITE,"2024/05/24 10:50:21"
D,ROOFTOP,ACTUAL,2,"2024/05/24 10:30:00",SA1,663.63,0.6,SATELLITE,"2024/05/24 10:50:21"
D,ROOFTOP,ACTUAL,2,"2024/05/24 10:30:00",TAS1,69.238,0.6,SATELLITE,"2024/05/24 10:50:21"
D,ROOFTOP,ACTUAL,2,"2024/05/24 10:30:00",TASN,35.397,0.6,SATELLITE,"2024/05/24 10:50:21"
D,ROOFTOP,ACTUAL,2,"2024/05/24 10:30:00",TASS,33.841,0.6,SATELLITE,"2024/05/24 10:50:21"
D,ROOFTOP,ACTUAL,2,"2024/05/24 10:30:00",VIC1,843.247,0.6,SATELLITE,"2024/05/24 10:50:22"
C,"END OF REPORT",13
