C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/05/23,16:30:02,0000000420594103,DEMAND,0000000420594102
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/05/23 16:00:00",NSW1,752.984,0.6,SATELLITE,"2024/05/23 16:20:23"
D,ROOFTOP,ACTUAL,2,"2024/05/23 16:00:00",QLD1,876.04,0.6,SATELLITE,"2024/05/23 16:20:23"
D,ROOFTOP,ACTUAL,2,"2024/05/23 16:00:00",QLDC,84.067,0.6,SATELLITE,"2024/05/23 16:20:23"
D,ROOFTOP,ACTUAL,2,"2024/05/23 16:00:00",QLDN,203.915,0.6,SATELLITE,"2024/05/23 16:20:23"
D,ROOFTOP,ACTUAL,2,"2024/05/23 16:00:00",QLDS,588.058,0.6,SATELLITE,"2024/05/23 16:20:23"
D,ROOFTOP,ACTUAL,2,"2024/05/23 16:00:00",SA1,435.726,0.6,SATELLITE,"2024/05/23 16:20:23"
D,ROOFTOP,ACTUAL,2,"2024/05/23 16:00:00",TAS1,13.27,0.6,SATELLITE,"2024/05/23 16:20:23"
D,ROOFTOP,ACTUAL,2,"2024/05/23 16:00:00",TASN,8.87,0.6,SATELLITE,"2024/05/23 16:20:23"
D,ROOFTOP,ACTUAL,2,"2024/05/23 16:00:00",TASS,4.4,0.6,SATELLITE,"2024/05/23 16:20:23"
D,ROOFTOP,ACTUAL,2,"2024/05/23 16:00:00",VIC1,523.613,0.6,SATELLITE,"2024/05/23 16:20:23"
C,"END OF REPORT",13
