C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/12,09:00:02,0000000422747999,DEMAND,0000000422747998
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/12 08:30:00",NSW1,886.735,0.6,SATELLITE,"2024/06/12 08:50:22"
D,ROOFTOP,ACTUAL,2,"2024/06/12 08:30:00",QLD1,1285.667,0.6,SATELLITE,"2024/06/12 08:50:22"
D,ROOFTOP,ACTUAL,2,"2024/06/12 08:30:00",QLDC,127.218,0.6,SATELLITE,"2024/06/12 08:50:22"
D,ROOFTOP,ACTUAL,2,"2024/06/12 08:30:00",QLDN,204.729,0.6,SATELLITE,"2024/06/12 08:50:22"
D,ROOFTOP,ACTUAL,2,"2024/06/12 08:30:00",QLDS,953.72,0.6,SATELLITE,"2024/06/12 08:50:22"
D,ROOFTOP,ACTUAL,2,"2024/06/12 08:30:00",SA1,86.357,0.6,SATELLITE,"2024/06/12 08:50:22"
D,ROOFTOP,ACTUAL,2,"2024/06/12 08:30:00",TAS1,13.53,0.6,SATELLITE,"2024/06/12 08:50:22"
D,ROOFTOP,ACTUAL,2,"2024/06/12 08:30:00",TASN,8.479,0.6,SATELLITE,"2024/06/12 08:50:22"
D,ROOFTOP,ACTUAL,2,"2024/06/12 08:30:00",TASS,5.051,0.6,SATELLITE,"2024/06/12 08:50:22"
D,ROOFTOP,ACTUAL,2,"2024/06/12 08:30:00",VIC1,241.64,0.6,SATELLITE,"2024/06/12 08:50:22"
C,"END OF REPORT",13
