C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/05/28,14:00:02,0000000421128001,DEMAND,0000000421128000
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/05/28 13:30:00",NSW1,2546.289,0.6,SATELLITE,"2024/05/28 13:50:21"
D,ROOFTOP,ACTUAL,2,"2024/05/28 13:30:00",QLD1,1721.546,0.6,SATELLITE,"2024/05/28 13:50:21"
D,ROOFTOP,ACTUAL,2,"2024/05/28 13:30:00",QLDC,196.018,0.6,SATELLITE,"2024/05/28 13:50:21"
D,ROOFTOP,ACTUAL,2,"2024/05/28 13:30:00",QLDN,189.402,0.6,SATELLITE,"2024/05/28 13:50:22"
D,ROOFTOP,ACTUAL,2,"2024/05/28 13:30:00",QLDS,1336.126,0.6,SATELLITE,"2024/05/28 13:50:22"
D,ROOFTOP,ACTUAL,2,"2024/05/28 13:30:00",SA1,989.801,0.6,SATELLITE,"2024/05/28 13:50:22"
D,ROOFTOP,ACTUAL,2,"2024/05/28 13:30:00",TAS1,70.62,0.6,SATELLITE,"2024/05/28 13:50:22"
D,ROOFTOP,ACTUAL,2,"2024/05/28 13:30:00",TASN,47.442,0.6,SATELLITE,"2024/05/28 13:50:22"
D,ROOFTOP,ACTUAL,2,"2024/05/28 13:30:00",TASS,23.178,0.6,SATELLITE,"2024/05/28 13:50:22"
D,ROOFTOP,ACTUAL,2,"2024/05/28 13:30:00",VIC1,1609.202,0.6,SATELLITE,"2024/05/28 13:50:22"
C,"END OF REPORT",13
