C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/04,15:30:04,0000000421901711,DEMAND,0000000421901710
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/04 15:00:00",NSW1,1032.842,0.6,SATELLITE,"2024/06/04 15:20:20"
D,ROOFTOP,ACTUAL,2,"2024/06/04 15:00:00",QLD1,1651.223,0.6,SATELLITE,"2024/06/04 15:20:20"
D,ROOFTOP,ACTUAL,2,"2024/06/04 15:00:00",QLDC,167.808,0.6,SATELLITE,"2024/06/04 15:20:20"
D,ROOFTOP,ACTUAL,2,"2024/06/04 15:00:00",QLDN,327.329,0.6,SATELLITE,"2024/06/04 15:20:20"
D,ROOFTOP,ACTUAL,2,"2024/06/04 15:00:00",QLDS,1156.086,0.6,SATELLITE,"2024/06/04 15:20:20"
D,ROOFTOP,ACTUAL,2,"2024/06/04 15:00:00",SA1,416.271,0.6,SATELLITE,"2024/06/04 15:20:20"
D,ROOFTOP,ACTUAL,2,"2024/06/04 15:00:00",TAS1,41.721,0.6,SATELLITE,"2024/06/04 15:20:20"
D,ROOFTOP,ACTUAL,2,"2024/06/04 15:00:00",TASN,23.684,0.6,SATELLITE,"2024/06/04 15:20:20"
D,ROOFTOP,ACTUAL,2,"2024/06/04 15:00:00",TASS,18.038,0.6,SATELLITE,"2024/06/04 15:20:20"
D,ROOFTOP,ACTUAL,2,"2024/06/04 15:00:00",VIC1,328.133,0.6,SATELLITE,"2024/06/04 15:20:20"
C,"END OF REPORT",13
