C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/05,08:30:02,0000000421978777,DEMAND,0000000421978776
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/05 08:00:00",NSW1,451.229,0.6,SATELLITE,"2024/06/05 08:20:21"
D,ROOFTOP,ACTUAL,2,"2024/06/05 08:00:00",QLD1,830.033,0.6,SATELLITE,"2024/06/05 08:20:21"
D,ROOFTOP,ACTUAL,2,"2024/06/05 08:00:00",QLDC,85.074,0.6,SATELLITE,"2024/06/05 08:20:21"
D,ROOFTOP,ACTUAL,2,"2024/06/05 08:00:00",QLDN,117.965,0.6,SATELLITE,"2024/06/05 08:20:21"
D,ROOFTOP,ACTUAL,2,"2024/06/05 08:00:00",QLDS,626.994,0.6,SATELLITE,"2024/06/05 08:20:21"
D,ROOFTOP,ACTUAL,2,"2024/06/05 08:00:00",SA1,18.105,0.6,SATELLITE,"2024/06/05 08:20:21"
D,ROOFTOP,ACTUAL,2,"2024/06/05 08:00:00",TAS1,3.901,0.6,SATELLITE,"2024/06/05 08:20:21"
D,ROOFTOP,ACTUAL,2,"2024/06/05 08:00:00",TASN,1.434,0.6,SATELLITE,"2024/06/05 08:20:21"
D,ROOFTOP,ACTUAL,2,"2024/06/05 08:00:00",TASS,2.467,0.6,SATELLITE,"2024/06/05 08:20:21"
D,ROOFTOP,ACTUAL,2,"2024/06/05 08:00:00",VIC1,41.292,0.6,SATELLITE,"2024/06/05 08:20:22"
C,"END OF REPORT",13
