C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/11,14:30:02,0000000422664293,DEMAND,0000000422664292
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/11 14:00:00",NSW1,1266.459,0.6,SATELLITE,"2024/06/11 14:20:26"
D,ROOFTOP,ACTUAL,2,"2024/06/11 14:00:00",QLD1,2373.616,0.6,SATELLITE,"2024/06/11 14:20:26"
D,ROOFTOP,ACTUAL,2,"2024/06/11 14:00:00",QLDC,228.059,0.6,SATELLITE,"2024/06/11 14:20:26"
D,ROOFTOP,ACTUAL,2,"2024/06/11 14:00:00",QLDN,470.52,0.6,SATELLITE,"2024/06/11 14:20:26"
D,ROOFTOP,ACTUAL,2,"2024/06/11 14:00:00",QLDS,1675.037,0.6,SATELLITE,"2024/06/11 14:20:26"
D,ROOFTOP,ACTUAL,2,"2024/06/11 14:00:00",SA1,606.655,0.6,SATELLITE,"2024/06/11 14:20:26"
D,ROOFTOP,ACTUAL,2,"2024/06/11 14:00:00",TAS1,41.275,0.6,SATELLITE,"2024/06/11 14:20:26"
D,ROOFTOP,ACTUAL,2,"2024/06/11 14:00:00",TASN,18.419,0.6,SATELLITE,"2024/06/11 14:20:26"
D,ROOFTOP,ACTUAL,2,"2024/06/11 14:00:00",TASS,22.856,0.6,SATELLITE,"2024/06/11 14:20:26"
D,ROOFTOP,ACTUAL,2,"2024/06/11 14:00:00",VIC1,558.738,0.6,SATELLITE,"2024/06/11 14:20:26"
C,"END OF REPORT",13
