C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/05/26,07:00:02,0000000420873714,DEMAND,0000000420873713
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/05/26 06:30:00",NSW1,0.977,0.6,SATELLITE,"2024/05/26 06:50:20"
D,ROOFTOP,ACTUAL,2,"2024/05/26 06:30:00",QLD1,12.241,0.6,SATELLITE,"2024/05/26 06:50:20"
D,ROOFTOP,ACTUAL,2,"2024/05/26 06:30:00",QLDC,1.792,0.6,SATELLITE,"2024/05/26 06:50:20"
D,ROOFTOP,ACTUAL,2,"2024/05/26 06:30:00",QLDN,0.298,0.6,SATELLITE,"2024/05/26 06:50:20"
D,ROOFTOP,ACTUAL,2,"2024/05/26 06:30:00",QLDS,10.151,0.6,SATELLITE,"2024/05/26 06:50:21"
D,ROOFTOP,ACTUAL,2,"2024/05/26 06:30:00",SA1,0,0.6,SATELLITE,"2024/05/26 06:50:21"
D,ROOFTOP,ACTUAL,2,"2024/05/26 06:30:00",TAS1,0,0.6,SATELLITE,"2024/05/26 06:50:21"
D,ROOFTOP,ACTUAL,2,"2024/05/26 06:30:00",TASN,0,0.6,SATELLITE,"2024/05/26 06:50:21"
D,ROOFTOP,ACTUAL,2,"2024/05/26 06:30:00",TASS,0,0.6,SATELLITE,"2024/05/26 06:50:21"
D,ROOFTOP,ACTUAL,2,"2024/05/26 06:30:00",VIC1,0,0.6,SATELLITE,"2024/05/26 06:50:21"
C,"END OF REPORT",13
