C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/19,09:30:02,0000000423545888,DEMAND,0000000423545887
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/19 09:00:00",NSW1,1317.22,0.6,SATELLITE,"2024/06/19 09:20:25"
D,ROOFTOP,ACTUAL,2,"2024/06/19 09:00:00",QLD1,1658.401,0.6,SATELLITE,"2024/06/19 09:20:25"
D,ROOFTOP,ACTUAL,2,"2024/06/19 09:00:00",QLDC,163.127,0.6,SATELLITE,"2024/06/19 09:20:25"
D,ROOFTOP,ACTUAL,2,"2024/06/19 09:00:00",QLDN,272.59,0.6,SATELLITE,"2024/06/19 09:20:25"
D,ROOFTOP,ACTUAL,2,"2024/06/19 09:00:00",QLDS,1222.684,0.6,SATELLITE,"2024/06/19 09:20:25"
D,ROOFTOP,ACTUAL,2,"2024/06/19 09:00:00",SA1,199.54,0.6,SATELLITE,"2024/06/19 09:20:25"
D,ROOFTOP,ACTUAL,2,"2024/06/19 09:00:00",TAS1,26.39,0.6,SATELLITE,"2024/06/19 09:20:25"
D,ROOFTOP,ACTUAL,2,"2024/06/19 09:00:00",TASN,16.181,0.6,SATELLITE,"2024/06/19 09:20:25"
D,ROOFTOP,ACTUAL,2,"2024/06/19 09:00:00",TASS,10.209,0.6,SATELLITE,"2024/06/19 09:20:25"
D,ROOFTOP,ACTUAL,2,"2024/06/19 09:00:00",VIC1,506.048,0.6,SATELLITE,"2024/06/19 09:20:25"
C,"END OF REPORT",13
