C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/09,11:00:02,0000000422430653,DEMAND,0000000422430652
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/09 10:30:00",NSW1,1925.279,0.6,SATELLITE,"2024/06/09 10:50:23"
D,ROOFTOP,ACTUAL,2,"2024/06/09 10:30:00",QLD1,2420.009,0.6,SATELLITE,"2024/06/09 10:50:23"
D,ROOFTOP,ACTUAL,2,"2024/06/09 10:30:00",QLDC,257.263,0.6,SATELLITE,"2024/06/09 10:50:24"
D,ROOFTOP,ACTUAL,2,"2024/06/09 10:30:00",QLDN,461.369,0.6,SATELLITE,"2024/06/09 10:50:24"
D,ROOFTOP,ACTUAL,2,"2024/06/09 10:30:00",QLDS,1701.377,0.6,SATELLITE,"2024/06/09 10:50:24"
D,ROOFTOP,ACTUAL,2,"2024/06/09 10:30:00",SA1,486.529,0.6,SATELLITE,"2024/06/09 10:50:24"
D,ROOFTOP,ACTUAL,2,"2024/06/09 10:30:00",TAS1,54.382,0.6,SATELLITE,"2024/06/09 10:50:24"
D,ROOFTOP,ACTUAL,2,"2024/06/09 10:30:00",TASN,38.511,0.6,SATELLITE,"2024/06/09 10:50:24"
D,ROOFTOP,ACTUAL,2,"2024/06/09 10:30:00",TASS,15.871,0.6,SATELLITE,"2024/06/09 10:50:24"
D,ROOFTOP,ACTUAL,2,"2024/06/09 10:30:00",VIC1,527.568,0.6,SATELLITE,"2024/06/09 10:50:24"
C,"END OF REPORT",13
