C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/08,15:00:02,0000000422343798,DEMAND,0000000422343797
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/08 14:30:00",NSW1,1456.464,0.6,SATELLITE,"2024/06/08 14:50:20"
D,ROOFTOP,ACTUAL,2,"2024/06/08 14:30:00",QLD1,1952.149,0.6,SATELLITE,"2024/06/08 14:50:20"
D,ROOFTOP,ACTUAL,2,"2024/06/08 14:30:00",QLDC,201.882,0.6,SATELLITE,"2024/06/08 14:50:20"
D,ROOFTOP,ACTUAL,2,"2024/06/08 14:30:00",QLDN,424.963,0.6,SATELLITE,"2024/06/08 14:50:20"
D,ROOFTOP,ACTUAL,2,"2024/06/08 14:30:00",QLDS,1325.304,0.6,SATELLITE,"2024/06/08 14:50:21"
D,ROOFTOP,ACTUAL,2,"2024/06/08 14:30:00",SA1,322.69,0.6,SATELLITE,"2024/06/08 14:50:21"
D,ROOFTOP,ACTUAL,2,"2024/06/08 14:30:00",TAS1,61.021,0.6,SATELLITE,"2024/06/08 14:50:21"
D,ROOFTOP,ACTUAL,2,"2024/06/08 14:30:00",TASN,33.354,0.6,SATELLITE,"2024/06/08 14:50:21"
D,ROOFTOP,ACTUAL,2,"2024/06/08 14:30:00",TASS,27.667,0.6,SATELLITE,"2024/06/08 14:50:21"
D,ROOFTOP,ACTUAL,2,"2024/06/08 14:30:00",VIC1,577.625,0.6,SATELLITE,"2024/06/08 14:50:21"
C,"END OF REPORT",13
