C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/15,17:30:02,0000000423144187,DEMAND,0000000423144186
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/15 17:00:00",NSW1,27.156,0.6,SATELLITE,"2024/06/15 17:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/15 17:00:00",QLD1,139.345,0.6,SATELLITE,"2024/06/15 17:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/15 17:00:00",QLDC,13.029,0.6,SATELLITE,"2024/06/15 17:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/15 17:00:00",QLDN,82.062,0.6,SATELLITE,"2024/06/15 17:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/15 17:00:00",QLDS,44.253,0.6,SATELLITE,"2024/06/15 17:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/15 17:00:00",SA1,106.253,0.6,SATELLITE,"2024/06/15 17:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/15 17:00:00",TAS1,0.421,0.6,SATELLITE,"2024/06/15 17:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/15 17:00:00",TASN,0.421,0.6,SATELLITE,"2024/06/15 17:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/15 17:00:00",TASS,0,0.6,SATELLITE,"2024/06/15 17:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/15 17:00:00",VIC1,61.963,0.6,SATELLITE,"2024/06/15 17:20:22"
C,"END OF REPORT",13
