C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/18,14:00:02,0000000423460048,DEMAND,0000000423460047
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/18 13:30:00",NSW1,2321.515,0.6,SATELLITE,"2024/06/18 13:50:31"
D,ROOFTOP,ACTUAL,2,"2024/06/18 13:30:00",QLD1,2575.216,0.6,SATELLITE,"2024/06/18 13:50:31"
D,ROOFTOP,ACTUAL,2,"2024/06/18 13:30:00",QLDC,254.349,0.6,SATELLITE,"2024/06/18 13:50:32"
D,ROOFTOP,ACTUAL,2,"2024/06/18 13:30:00",QLDN,474.173,0.6,SATELLITE,"2024/06/18 13:50:32"
D,ROOFTOP,ACTUAL,2,"2024/06/18 13:30:00",QLDS,1846.693,0.6,SATELLITE,"2024/06/18 13:50:32"
D,ROOFTOP,ACTUAL,2,"2024/06/18 13:30:00",SA1,392.236,0.6,SATELLITE,"2024/06/18 13:50:32"
D,ROOFTOP,ACTUAL,2,"2024/06/18 13:30:00",TAS1,68,0.6,SATELLITE,"2024/06/18 13:50:33"
D,ROOFTOP,ACTUAL,2,"2024/06/18 13:30:00",TASN,43.671,0.6,SATELLITE,"2024/06/18 13:50:33"
D,ROOFTOP,ACTUAL,2,"2024/06/18 13:30:00",TASS,24.33,0.6,SATELLITE,"2024/06/18 13:50:33"
D,ROOFTOP,ACTUAL,2,"2024/06/18 13:30:00",VIC1,1188.175,0.6,SATELLITE,"2024/06/18 13:50:33"
C,"END OF REPORT",13
