C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/10,12:00:02,0000000422541848,DEMAND,0000000422541847
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/10 11:30:00",NSW1,2304.703,0.6,SATELLITE,"2024/06/10 11:50:22"
D,ROOFTOP,ACTUAL,2,"2024/06/10 11:30:00",QLD1,2865.373,0.6,SATELLITE,"2024/06/10 11:50:22"
D,ROOFTOP,ACTUAL,2,"2024/06/10 11:30:00",QLDC,286.308,0.6,SATELLITE,"2024/06/10 11:50:22"
D,ROOFTOP,ACTUAL,2,"2024/06/10 11:30:00",QLDN,523.487,0.6,SATELLITE,"2024/06/10 11:50:22"
D,ROOFTOP,ACTUAL,2,"2024/06/10 11:30:00",QLDS,2055.577,0.6,SATELLITE,"2024/06/10 11:50:22"
D,ROOFTOP,ACTUAL,2,"2024/06/10 11:30:00",SA1,480.107,0.6,SATELLITE,"2024/06/10 11:50:22"
D,ROOFTOP,ACTUAL,2,"2024/06/10 11:30:00",TAS1,82.631,0.6,SATELLITE,"2024/06/10 11:50:22"
D,ROOFTOP,ACTUAL,2,"2024/06/10 11:30:00",TASN,43.185,0.6,SATELLITE,"2024/06/10 11:50:22"
D,ROOFTOP,ACTUAL,2,"2024/06/10 11:30:00",TASS,39.447,0.6,SATELLITE,"2024/06/10 11:50:22"
D,ROOFTOP,ACTUAL,2,"2024/06/10 11:30:00",VIC1,1437.669,0.6,SATELLITE,"2024/06/10 11:50:22"
C,"END OF REPORT",13
