C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/05/31,17:30:02,0000000421482472,DEMAND,0000000421482471
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/05/31 17:00:00",NSW1,31.992,0.6,SATELLITE,"2024/05/31 17:20:23"
D,ROOFTOP,ACTUAL,2,"2024/05/31 17:00:00",QLD1,103.329,0.6,SATELLITE,"2024/05/31 17:20:23"
D,ROOFTOP,ACTUAL,2,"2024/05/31 17:00:00",QLDC,10.14,0.6,SATELLITE,"2024/05/31 17:20:23"
D,ROOFTOP,ACTUAL,2,"2024/05/31 17:00:00",QLDN,66.643,0.6,SATELLITE,"2024/05/31 17:20:23"
D,ROOFTOP,ACTUAL,2,"2024/05/31 17:00:00",QLDS,26.546,0.6,SATELLITE,"2024/05/31 17:20:23"
D,ROOFTOP,ACTUAL,2,"2024/05/31 17:00:00",SA1,113.161,0.6,SATELLITE,"2024/05/31 17:20:23"
D,ROOFTOP,ACTUAL,2,"2024/05/31 17:00:00",TAS1,0.702,0.6,SATELLITE,"2024/05/31 17:20:23"
D,ROOFTOP,ACTUAL,2,"2024/05/31 17:00:00",TASN,0.52,0.6,SATELLITE,"2024/05/31 17:20:23"
D,ROOFTOP,ACTUAL,2,"2024/05/31 17:00:00",TASS,0.182,0.6,SATELLITE,"2024/05/31 17:20:23"
D,ROOFTOP,ACTUAL,2,"2024/05/31 17:00:00",VIC1,59.92,0.6,SATELLITE,"2024/05/31 17:20:23"
C,"END OF REPORT",13
