C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/04,08:00:02,0000000421865841,DEMAND,0000000421865840
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/04 07:30:00",NSW1,95.088,0.6,SATELLITE,"2024/06/04 07:50:23"
D,ROOFTOP,ACTUAL,2,"2024/06/04 07:30:00",QLD1,480.945,0.6,SATELLITE,"2024/06/04 07:50:23"
D,ROOFTOP,ACTUAL,2,"2024/06/04 07:30:00",QLDC,50.47,0.6,SATELLITE,"2024/06/04 07:50:23"
D,ROOFTOP,ACTUAL,2,"2024/06/04 07:30:00",QLDN,59.886,0.6,SATELLITE,"2024/06/04 07:50:23"
D,ROOFTOP,ACTUAL,2,"2024/06/04 07:30:00",QLDS,370.589,0.6,SATELLITE,"2024/06/04 07:50:23"
D,ROOFTOP,ACTUAL,2,"2024/06/04 07:30:00",SA1,0,0.6,SATELLITE,"2024/06/04 07:50:23"
D,ROOFTOP,ACTUAL,2,"2024/06/04 07:30:00",TAS1,0.199,0.6,SATELLITE,"2024/06/04 07:50:23"
D,ROOFTOP,ACTUAL,2,"2024/06/04 07:30:00",TASN,0.132,0.6,SATELLITE,"2024/06/04 07:50:23"
D,ROOFTOP,ACTUAL,2,"2024/06/04 07:30:00",TASS,0.067,0.6,SATELLITE,"2024/06/04 07:50:23"
D,ROOFTOP,ACTUAL,2,"2024/06/04 07:30:00",VIC1,6.107,0.6,SATELLITE,"2024/06/04 07:50:23"
C,"END OF REPORT",13
