C,NEMP.WORLD,ACTUAL_OPERATIONAL_DEMAND_DAILY,AEMO,PUBLIC,2024/06/25,04:40:00,0000000424155242,,0000000424155240
I,OPERATIONAL_DEMAND,ACTUAL,3,REGIONID,INTERVAL_DATETIME,OPERATIONAL_DEMAND,OPERATIONAL_DEMAND_ADJUSTMENT,WDR_ESTIMATE,LASTCHANGED
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/24 04:30:00",7415,0,0,"2024/06/24 04:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/24 05:00:00",7576,0,0,"2024/06/24 05:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/24 05:30:00",7970,0,0,"2024/06/24 05:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/24 06:00:00",8430,0,0,"2024/06/24 06:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/24 06:30:00",9261,0,0,"2024/06/24 06:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/24 07:00:00",10149,0,0,"2024/06/24 07:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/24 07:30:00",10905,0,0,"2024/06/24 07:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/24 08:00:00",11251,0,0,"2024/06/24 08:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/24 08:30:00",11036,0,0,"2024/06/24 08:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/24 09:00:00",10436,0,0,"2024/06/24 09:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/24 09:30:00",9929,0,0,"2024/06/24 09:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/24 10:00:00",9376,0,0,"2024/06/24 10:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/24 10:30:00",8730,0,0,"2024/06/24 10:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/24 11:00:00",8318,0,0,"2024/06/24 11:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/24 11:30:00",7953,0,0,"2024/06/24 11:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/24 12:00:00",7673,0,0,"2024/06/24 12:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/24 12:30:00",7433,0,0,"2024/06/24 12:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/24 13:00:00",7432,0,0,"2024/06/24 13:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/24 13:30:00",7405,0,0,"2024/06/24 13:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/24 14:00:00",7510,0,0,"2024/06/24 14:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/24 14:30:00",7765,0,0,"2024/06/24 14:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/24 15:00:00",8225,0,0,"2024/06/24 15:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/24 15:30:00",8708,0,0,"2024/06/24 15:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/24 16:00:00",9195,0,0,"2024/06/24 16:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/24 16:30:00",9792,0,0,"2024/06/24 16:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/24 17:00:00",10552,0,0,"2024/06/24 17:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/24 17:30:00",11338,0,0,"2024/06/24 17:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/24 18:00:00",11929,0,0,"2024/06/24 18:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/24 18:30:00",12049,0,0,"2024/06/24 18:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/24 19:00:00",11990,0,0,"2024/06/24 19:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/24 19:30:00",11784,0,0,"2024/06/24 19:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/24 20:00:00",11581,0,0,"2024/06/24 20:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/24 20:30:00",11357,0,0,"2024/06/24 20:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/24 21:00:00",11054,0,0,"2024/06/24 21:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/24 21:30:00",10663,0,0,"2024/06/24 21:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/24 22:00:00",10189,0,0,"2024/06/24 22:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/24 22:30:00",9842,0,0,"2024/06/24 22:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/24 23:00:00",9450,0,0,"2024/06/24 23:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/24 23:30:00",9180,0,0,"2024/06/24 23:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/25 00:00:00",8972,0,0,"2024/06/25 00:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/25 00:30:00",8707,0,0,"2024/06/25 00:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/25 01:00:00",8494,0,0,"2024/06/25 01:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/25 01:30:00",8284,0,0,"2024/06/25 01:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/25 02:00:00",8069,0,0,"2024/06/25 02:00:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/25 02:30:00",7889,0,0,"2024/06/25 02:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/25 03:00:00",7737,0,0,"2024/06/25 03:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,3,NSW1,"2024/06/25 03:30:00",7612,0,0,"2024/06/25 03:30:01"
